ts,email,stage,status,subject
2025-10-17T16:32:32.209Z,manningtopps@gmail.com,Your Co,slack.com
2025-10-17T16:32:32.753Z,security@auth0.com,auth0,auth0.com
2025-10-17T16:32:33.321Z,security@cloudflare.com,cloudflare,cloudflare.com
2025-10-17T16:32:33.883Z,security@datadoghq.com,datadog,datadoghq.com
2025-10-17T16:32:34.394Z,security@github.com,github,github.com
2025-10-17T16:32:34.939Z,security@notion.so,notion,notion.so
2025-10-17T16:32:35.429Z,security@slack.com,slack,slack.com
2025-10-17T16:32:35.922Z,security@snowflake.com,snowflake,snowflake.com
2025-10-17T16:32:36.411Z,security@stripe.com,stripe,stripe.com
2025-10-17T16:32:36.918Z,security@twilio.com,twilio,twilio.com
2025-10-17T16:32:36Z,"manningtopps@gmail.com","[Evidence] slack.com changed evidence/slack.com/2025-10-13-Pricing-0ca9c009-e3b0c442.json on 2025-10-13","https://www.cg-alert.com/reports/2025-10/slack.com/"
2025-10-17T16:32:36Z,"security@auth0.com","[Evidence] auth0.com changed evidence/auth0.com/2025-10-13-Pricing-3669ba44-82de6426.json on 2025-10-13","https://www.cg-alert.com/reports/2025-10/auth0.com/"
2025-10-17T16:32:36Z,"security@cloudflare.com","[Evidence] cloudflare.com changed evidence/cloudflare.com/2025-10-13-Pricing-19d88464-e3b0c442.json on 2025-10-13","https://www.cg-alert.com/reports/2025-10/cloudflare.com/"
2025-10-17T16:32:36Z,"security@datadoghq.com","[Evidence] datadoghq.com changed evidence/datadoghq.com/2025-10-13-Pricing-7134614d-e3b0c442.json on 2025-10-13","https://www.cg-alert.com/reports/2025-10/datadoghq.com/"
2025-10-17T16:32:36Z,"security@github.com","[Evidence] github.com changed evidence/github.com/2025-10-13-DPA-96c6c691-0019dfc4.json on 2025-10-13","https://www.cg-alert.com/reports/2025-10/github.com/"
2025-10-17T16:32:36Z,"security@notion.so","[Evidence] notion.so changed evidence/notion.so/2025-10-13-Pricing-85b103b9-e3b0c442.json on 2025-10-13","https://www.cg-alert.com/reports/2025-10/notion.so/"
2025-10-17T16:32:37Z,"security@slack.com","[Evidence] slack.com changed evidence/slack.com/2025-10-13-Pricing-0ca9c009-e3b0c442.json on 2025-10-13","https://www.cg-alert.com/reports/2025-10/slack.com/"
2025-10-17T16:32:37Z,"security@snowflake.com","[Evidence] snowflake.com changed evidence/snowflake.com/2025-10-13-Pricing-c426ed57-e3b0c442.json on 2025-10-13","https://www.cg-alert.com/reports/2025-10/snowflake.com/"
2025-10-17T16:32:37Z,"security@stripe.com","[Evidence] stripe.com changed evidence/stripe.com/2025-10-13-DPA-9fe8a7d5-75878227.json on 2025-10-13","https://www.cg-alert.com/reports/2025-10/stripe.com/"
2025-10-17T16:32:37Z,"security@twilio.com","[Evidence] twilio.com changed evidence/twilio.com/2025-10-13-Pricing-b47f2efc-e3b0c442.json on 2025-10-13","https://www.cg-alert.com/reports/2025-10/twilio.com/"
2025-10-18T03:49:12.557Z,manningtopps@gmail.com,Your Co,slack.com
2025-10-18T03:49:13.067Z,security@auth0.com,auth0,auth0.com
2025-10-18T03:49:13.554Z,security@cloudflare.com,cloudflare,cloudflare.com
2025-10-18T03:49:14.041Z,security@datadoghq.com,datadog,datadoghq.com
2025-10-18T03:49:14.535Z,security@github.com,github,github.com
2025-10-18T03:49:15.021Z,security@notion.so,notion,notion.so
2025-10-18T03:49:15.503Z,security@slack.com,slack,slack.com
2025-10-18T03:49:15.988Z,security@snowflake.com,snowflake,snowflake.com
2025-10-18T03:49:16.470Z,security@stripe.com,stripe,stripe.com
2025-10-18T03:49:16.956Z,security@twilio.com,twilio,twilio.com
2025-10-18T03:49:17.570Z,manningtopps@gmail.com,Your Co,slack.com
2025-10-18T03:49:18.060Z,security@auth0.com,auth0,auth0.com
2025-10-18T03:49:18.546Z,compliance@auth0.com,auth0,auth0.com
2025-10-18T03:49:19.026Z,privacy@auth0.com,auth0,auth0.com
2025-10-18T03:49:19.513Z,legal@auth0.com,auth0,auth0.com
2025-10-18T03:49:20.000Z,security@cloudflare.com,cloudflare,cloudflare.com
2025-10-18T03:49:20.484Z,compliance@cloudflare.com,cloudflare,cloudflare.com
2025-10-18T03:49:20.966Z,privacy@cloudflare.com,cloudflare,cloudflare.com
2025-10-18T03:49:21.453Z,legal@cloudflare.com,cloudflare,cloudflare.com
2025-10-18T03:49:21.933Z,security@datadoghq.com,datadog,datadoghq.com
2025-10-18T03:49:22.419Z,compliance@datadoghq.com,datadog,datadoghq.com
2025-10-18T03:49:22.903Z,privacy@datadoghq.com,datadog,datadoghq.com
2025-10-18T03:49:23.388Z,legal@datadoghq.com,datadog,datadoghq.com
2025-10-18T03:49:23.872Z,security@github.com,github,github.com
2025-10-18T03:49:24.358Z,compliance@github.com,github,github.com
2025-10-18T03:49:24.844Z,privacy@github.com,github,github.com
2025-10-18T03:49:25.327Z,cto@github.com,github,github.com
2025-10-18T03:49:25.816Z,security@notion.so,notion,notion.so
2025-10-18T03:49:26.301Z,compliance@notion.so,notion,notion.so
2025-10-18T03:49:26.784Z,privacy@notion.so,notion,notion.so
2025-10-18T03:49:27.267Z,legal@notion.so,notion,notion.so
2025-10-18T03:49:27.755Z,security@slack.com,slack,slack.com
2025-10-18T03:49:28.241Z,compliance@slack.com,slack,slack.com
2025-10-18T03:49:28.725Z,privacy@slack.com,slack,slack.com
2025-10-18T03:49:29.205Z,legal@slack.com,slack,slack.com
2025-10-18T03:49:29.688Z,security@snowflake.com,snowflake,snowflake.com
2025-10-18T03:49:30.176Z,compliance@snowflake.com,snowflake,snowflake.com
2025-10-18T03:49:30.664Z,privacy@snowflake.com,snowflake,snowflake.com
2025-10-18T03:49:31.151Z,legal@snowflake.com,snowflake,snowflake.com
2025-10-18T03:49:31.632Z,security@stripe.com,stripe,stripe.com
2025-10-18T03:49:32.115Z,compliance@stripe.com,stripe,stripe.com
2025-10-18T03:49:32.603Z,privacy@stripe.com,stripe,stripe.com
2025-10-18T03:49:33.088Z,legal@stripe.com,stripe,stripe.com
2025-10-18T03:49:33.576Z,security@twilio.com,twilio,twilio.com
2025-10-18T03:49:34.061Z,compliance@twilio.com,twilio,twilio.com
2025-10-18T03:49:34.608Z,privacy@twilio.com,twilio,twilio.com
2025-10-18T03:49:35.093Z,legal@twilio.com,twilio,twilio.com
2025-10-27T18:21:52.928Z,security@globex.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,compliance@globex.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,privacy@globex.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,legal@globex.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,cto@globex.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,ciso@globex.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,info@globex.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,security@atlassian.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,compliance@atlassian.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,privacy@atlassian.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,legal@atlassian.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,cto@atlassian.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,ciso@atlassian.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,info@atlassian.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,security@_seed.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,compliance@_seed.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,privacy@_seed.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,legal@_seed.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,cto@_seed.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,ciso@_seed.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,info@_seed.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,security@acme.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,compliance@acme.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,privacy@acme.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,legal@acme.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,cto@acme.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,ciso@acme.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,info@acme.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,cto@auth0.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,ciso@auth0.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,info@auth0.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,cto@cloudflare.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,ciso@cloudflare.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,info@cloudflare.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,cto@datadoghq.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,ciso@datadoghq.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,info@datadoghq.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,legal@github.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,ciso@github.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,info@github.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,cto@notion.so,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,ciso@notion.so,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,info@notion.so,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,cto@slack.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,ciso@slack.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,info@slack.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,cto@snowflake.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,ciso@snowflake.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,info@snowflake.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,cto@stripe.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,ciso@stripe.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,info@stripe.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,cto@twilio.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,ciso@twilio.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,info@twilio.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,security@adyen.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,compliance@adyen.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,privacy@adyen.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,legal@adyen.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,cto@adyen.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,ciso@adyen.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,info@adyen.com,[unknown] just changed terms / pricing. Use this in renewal.
2025-10-27T18:21:52.928Z,security@algolia.com,[unknown] just changed terms / pricing. Use this in renewal.
